playerID,year,stint,tmID,lgID,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,note,useFirst,firstName,middleName,lastName,nameGiven,fullGivenName,nameSuffix,nameNick,pos,firstseason,lastseason,height_x,weight_x,college,collegeOther,birthDate,birthCity,birthState,birthCountry,highSchool,hsCity,hsState,hsCountry,deathDate,race,tm,player,age,g,mp,per,ts,3par,ftr,orb,drb,trb,ast,stl,blk,tov,usg,column_s,ows,dws,ws,ws_48,column_x,obpm,dbpm,bpm,vorp,ows_48,dws_48,shot,team_mar,team_mp,team_gm,year_3par,team_ts,tm_usg,tm_ts_w_o_plyr,reb_vers,defense,val_shot,offense,mpg_int,raw_spm,min,raw_contrib,tm_sum,tm_adj,bpm_2,stderr,contrib,vorp_2,reb_vers_2,val_shot_2,offense_2,defense_2,mpg,raw_obpm,contrib_2,tm_ortg,tm_sum_2,tm_adj_2,tm_drtg,obpm_2,ostderr,ocontrib,ovorp,dbpm_2,dstderr,dcontrib,dvorp,sum_spm,min_2,mpg_2,rempg,bpm_3,contrib_3,vorp_3,vorp_gm,o_bpm,ocontrib_2,ovorp_2,ovorp_gm,d_bpm,dcontrib_2,dvorp_2,dvorp_gm,production,prod_gm,exp_bpm,truetalentbpm,exp_min,truetalentvorp,truesalary,truetimevorp,adjusted_production,worp,o_worp,d_worp,adjusted_worp,estimated_position,bbref_pos,age_on_feb_1,yrs_experience,height_y,weight_y,rounded_position,rounded_age
bibbymi01,2005,1,SAC,NBA,82,0,3167,1728,29,211,240,444,82,10,199,169,1382,597,403,342,497,192,6,0,255,100,6,17,23,31,9,0,18,17,92,32,30,27,26,9,,Mike,Michael,,Bibby,,,,Mike,G,0.0,0.0,73.0,190.0,Arizona,,1978-05-13,Cherry Hill,NJ,USA,Shadow Mountain,Phoenix,AZ,USA,0000-00-00,B,SAC,Mike Bibby,26,80,3084,19.2,0.5429999999999999,0.28800000000000003,0.327,2.8,9.2,6.0,28.1,2.1,0.7,12.3,23.8,,6.6,1.9,8.5,0.133,,3.4,-1.1,2.2,3.3,0.10300000000000001,0.03,20.9,2.7,19855,82,0.196,0.541,349539,0.541,1.99,0.14,0.3,-0.69,1.29,2.73,0.777,2.12,5.6,-0.47,2.3,2.1,1.8,3.3,0.5,0.4,1.8,0.2,0.7,3.6,2.8,4.3,5.7,-0.1,-1.6,3.5,1.4,2.7,4.0,-1.2,1.5,-0.9,-0.7,4.7,0.8,38.6,36.7,2.3,1.8,3.3,3.4,3.5,2.7,4.0,4.1,-1.2,-0.9,-0.7,-0.7,"$16,100,000 ","$16,400,000 ",2.6,2.4,0.73,3.2,"$15,600,000 ",3.1,"$15,100,000 ",8.9,10.8,-1.9,8.3,1.0,1.0,26.72,6.0,73.0,190.0,1.0,27.0
billuch01,2000,1,MIN,NBA,77,0,1790,713,32,126,158,260,51,11,111,178,587,248,171,144,194,73,3,0,26,3,1,4,5,2,0,0,1,5,6,1,1,1,1,0,,Chauncey,Chauncey,Ray,Billups,,,,,G,0.0,0.0,75.0,202.0,Colorado,,1976-09-25,Denver,CO,USA,George Washington,Denver,CO,USA,0000-00-00,B,DEN,Chauncey Billups,23,13,305,10.5,0.465,0.406,0.436,2.8,9.4,6.1,19.4,1.7,0.4,16.6,20.6,,0.0,0.2,0.1,0.023,,-1.1,-1.7,-2.8,-0.1,-0.004,0.027000000000000003,17.2,-1.86,19855,82,0.16699999999999998,0.517,341357,0.518,0.26,-0.59,0.08,-1.62,-0.99,-2.94,0.077,-0.23,-0.41,-0.36,-3.3,3.0,-0.3,-0.1,-0.1,0.3,-0.7,0.1,-0.5,-1.0,-0.1,-0.4,1.5,-0.4,-1.4,-1.4,2.0,-0.1,0.0,-1.9,2.2,-0.1,-0.1,0.5,0.1,23.5,17.9,-3.3,-0.3,-0.1,-0.6,-1.4,-0.1,0.0,0.1,-1.9,-0.1,-0.1,-0.8,"$500,000 ","($1,900,000)",-2.0,-2.5,0.15,-0.1,"$700,000 ",-0.2,"$100,000 ",-0.3,0.1,-0.3,-0.5,1.4,2.0,23.35,2.0,75.0,202.0,1.0,23.0
billuch01,2001,1,MIN,NBA,82,0,2355,1027,35,191,226,450,66,17,138,169,823,348,234,207,315,124,3,0,134,66,1,14,15,17,3,1,9,14,51,23,20,14,15,6,,Chauncey,Chauncey,Ray,Billups,,,,,G,0.0,0.0,75.0,202.0,Colorado,,1976-09-25,Denver,CO,USA,George Washington,Denver,CO,USA,0000-00-00,B,MIN,Chauncey Billups,24,77,1790,14.1,0.5379999999999999,0.33,0.29100000000000004,2.0,8.1,5.0,22.2,1.5,0.4,14.4,19.5,,2.7,0.9,3.7,0.098,,0.9,-2.2,-1.2,0.3,0.073,0.025,16.7,2.11,19830,82,0.17,0.523,345197,0.521,0.16,-0.87,0.25,-0.07,-0.55,-1.33,0.451,-0.6,3.09,-0.11,-1.4,2.2,-0.6,0.3,-0.2,0.5,1.1,0.0,-0.3,1.0,0.5,2.3,3.1,-0.1,-0.2,1.0,1.5,0.4,1.2,-2.4,1.6,-1.1,-0.9,3.4,0.5,23.2,22.1,-1.4,-0.6,0.3,0.3,1.0,0.4,1.2,1.3,-2.4,-1.1,-0.9,-1.0,"$2,100,000 ","$2,200,000 ",-0.6,-1.0,0.36,0.4,"$2,600,000 ",0.2,"$1,900,000 ",0.7,3.2,-2.6,0.5,1.3,2.0,24.35,3.0,75.0,202.0,1.0,24.0
billuch01,2002,1,DET,NBA,74,0,2327,1199,38,235,273,287,63,15,134,136,870,366,362,318,380,149,14,0,485,252,4,43,47,66,9,2,34,38,190,71,90,84,84,26,,Chauncey,Chauncey,Ray,Billups,,,,,G,0.0,0.0,75.0,202.0,Colorado,,1976-09-25,Denver,CO,USA,George Washington,Denver,CO,USA,0000-00-00,B,MIN,Chauncey Billups,25,82,2355,17.6,0.555,0.38299999999999995,0.284,1.7,9.2,5.5,29.2,1.5,0.5,13.0,20.4,,6.1,1.5,7.6,0.156,,3.3,-1.9,1.5,2.1,0.125,0.031,17.7,4.05,19805,82,0.18100000000000002,0.532,346387,0.528,1.49,-0.83,0.4,-0.08,0.1,0.67,0.595,0.4,0.47,0.88,1.5,2.1,0.9,2.1,0.1,0.5,2.3,0.0,0.1,2.9,1.7,4.4,2.4,0.6,-0.4,3.5,1.4,2.1,3.1,-2.0,1.6,-1.2,-1.0,5.5,0.6,28.7,27.4,1.5,0.9,2.1,2.1,3.5,2.1,3.1,3.1,-2.0,-1.2,-1.0,-1.0,"$10,600,000 ","$10,600,000 ",0.8,1.2,0.68,2.2,"$11,000,000 ",2.4,"$12,000,000 ",5.7,8.4,-2.7,6.5,1.1,1.0,25.35,4.0,75.0,202.0,1.0,25.0
billuch01,2003,1,DET,NBA,78,0,2758,1318,35,241,276,446,84,8,189,177,996,392,460,404,335,130,23,0,881,378,14,56,70,136,31,2,60,57,286,110,136,121,107,37,,Chauncey,Chauncey,Ray,Billups,,,,,G,0.0,0.0,75.0,202.0,Colorado,,1976-09-25,Denver,CO,USA,George Washington,Denver,CO,USA,0000-00-00,B,DET,Chauncey Billups,26,74,2327,20.4,0.5820000000000001,0.43700000000000006,0.41600000000000004,1.9,12.2,7.0,23.7,1.5,0.5,11.5,24.1,,7.0,2.9,9.9,0.204,,4.7,-0.7,4.0,3.5,0.14400000000000002,0.06,21.3,3.36,19905,82,0.182,0.523,344869,0.513,1.16,-0.82,0.4,2.64,0.41,3.39,0.585,1.98,-0.19,0.84,4.2,2.1,2.5,3.6,-0.1,0.6,4.7,0.0,0.2,5.3,3.1,0.1,1.8,-0.3,3.3,5.0,1.4,2.9,3.9,-0.7,1.6,-0.4,-0.3,5.7,0.6,31.4,29.8,4.2,2.5,3.6,4.0,5.0,2.9,3.9,4.3,-0.7,-0.4,-0.3,-0.3,"$17,300,000 ","$19,000,000 ",1.2,2.8,0.73,3.5,"$16,600,000 ",4.5,"$21,200,000 ",9.8,10.5,-0.7,12.2,1.4,1.0,26.35,5.0,75.0,202.0,1.0,26.0
billuch01,2004,1,DET,NBA,80,0,2866,1316,48,223,271,464,81,9,180,194,913,404,382,343,387,165,25,0,985,467,23,85,108,162,25,5,49,71,339,145,149,133,126,44,,Chauncey,Chauncey,Ray,Billups,,,,,G,0.0,0.0,75.0,202.0,Colorado,,1976-09-25,Denver,CO,USA,George Washington,Denver,CO,USA,0000-00-00,B,DET,Chauncey Billups,27,78,2758,18.6,0.55,0.336,0.462,1.5,10.0,5.8,29.3,1.7,0.2,13.6,23.5,,7.1,4.2,11.3,0.198,,3.7,-0.4,3.3,3.7,0.124,0.07400000000000001,20.3,5.81,19780,82,0.187,0.511,337448,0.503,1.52,-0.81,0.42,0.65,0.88,2.24,0.6970000000000001,1.56,1.31,1.13,3.4,2.1,2.4,3.7,0.0,0.6,3.2,0.1,0.5,4.3,3.0,-0.9,0.6,-0.3,6.7,3.9,1.4,2.7,3.9,-0.5,1.5,-0.4,-0.2,4.5,0.7,35.4,33.6,3.4,2.4,3.7,3.9,3.9,2.7,3.9,4.1,-0.5,-0.4,-0.2,-0.2,"$18,200,000 ","$19,000,000 ",2.4,2.9,0.73,3.6,"$17,300,000 ",3.9,"$18,800,000 ",10.1,10.6,-0.5,10.5,1.2,1.0,27.35,6.0,75.0,202.0,1.0,27.0
billuch01,2005,1,DET,NBA,81,0,2927,1495,41,211,252,699,71,8,170,160,1012,423,520,465,425,184,18,0,705,323,7,54,61,117,22,2,43,43,229,93,116,105,94,32,,Chauncey,Chauncey,Ray,Billups,,,,,G,0.0,0.0,75.0,202.0,Colorado,,1976-09-25,Denver,CO,USA,George Washington,Denver,CO,USA,0000-00-00,B,DET,Chauncey Billups,28,80,2866,19.0,0.609,0.424,0.418,2.0,9.0,5.5,28.2,1.6,0.2,14.3,20.7,,8.6,3.5,12.1,0.20199999999999999,,4.3,-0.8,3.6,4.0,0.14400000000000002,0.057999999999999996,17.7,3.81,19955,82,0.196,0.519,345800,0.504,1.54,-0.76,0.54,1.71,0.97,3.46,0.718,2.48,2.81,0.35,3.8,2.1,2.7,4.2,0.2,0.7,3.9,0.1,0.5,5.4,3.9,-0.7,2.6,-0.7,4.5,4.7,1.4,3.4,4.6,-0.9,1.5,-0.6,-0.4,5.6,0.7,35.8,34.1,3.8,2.7,4.2,4.3,4.7,3.4,4.6,4.7,-0.9,-0.6,-0.4,-0.4,"$20,000,000 ","$20,500,000 ",2.2,3.1,0.73,3.7,"$17,800,000 ",4.2,"$20,200,000 ",11.3,12.4,-1.1,11.4,1.2,1.0,28.35,7.0,75.0,202.0,1.0,28.0
blounco01,2000,1,PHO,NBA,30,0,387,54,35,50,85,8,13,5,18,75,47,23,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Corie,Corie,Kasoun,Blount,,,,,F,0.0,0.0,81.0,240.0,Cincinnati,Rancho Santiago CC,1969-01-04,Monrovia,CA,USA,Monrovia,Monrovia,CA,USA,0000-00-00,B,PHO,Corie Blount,31,38,446,9.0,0.517,0.022000000000000002,0.371,13.2,14.9,14.1,3.3,1.7,1.1,21.3,13.0,,0.1,0.7,0.8,0.09,,-2.9,0.8,-2.2,0.0,0.013000000000000001,0.077,10.2,5.41,19805,82,0.16699999999999998,0.532,335977,0.532,-2.27,-0.22,-0.23,1.23,-1.89,-3.16,0.113,-0.36,4.11,0.48,-2.7,2.8,-0.3,-0.1,0.5,0.1,-2.3,0.0,-1.0,-2.7,-0.3,0.1,2.9,-0.6,5.3,-3.3,1.9,-0.4,-0.2,0.6,2.1,0.1,0.1,-3.8,0.1,11.7,10.6,-2.7,-0.3,-0.1,-0.2,-3.3,-0.4,-0.2,-0.4,0.6,0.1,0.1,0.2,"$600,000 ","$200,000 ",-2.5,-2.6,0.13,-0.1,"$600,000 ",-0.1,"$600,000 ",-0.2,-0.5,0.3,-0.2,4.1,4.0,31.08,6.0,81.0,240.0,4.0,31.0
blounco01,2000,2,GSW,NBA,38,0,918,259,146,169,315,51,29,17,55,90,247,107,68,43,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Corie,Corie,Kasoun,Blount,,,,,F,0.0,0.0,81.0,240.0,Cincinnati,Rancho Santiago CC,1969-01-04,Monrovia,CA,USA,Monrovia,Monrovia,CA,USA,0000-00-00,B,PHO,Corie Blount,31,38,446,9.0,0.517,0.022000000000000002,0.371,13.2,14.9,14.1,3.3,1.7,1.1,21.3,13.0,,0.1,0.7,0.8,0.09,,-2.9,0.8,-2.2,0.0,0.013000000000000001,0.077,10.2,5.41,19805,82,0.16699999999999998,0.532,335977,0.532,-2.27,-0.22,-0.23,1.23,-1.89,-3.16,0.113,-0.36,4.11,0.48,-2.7,2.8,-0.3,-0.1,0.5,0.1,-2.3,0.0,-1.0,-2.7,-0.3,0.1,2.9,-0.6,5.3,-3.3,1.9,-0.4,-0.2,0.6,2.1,0.1,0.1,-3.8,0.1,11.7,10.6,-2.7,-0.3,-0.1,-0.2,-3.3,-0.4,-0.2,-0.4,0.6,0.1,0.1,0.2,"$600,000 ","$200,000 ",-2.5,-2.6,0.13,-0.1,"$600,000 ",-0.1,"$600,000 ",-0.2,-0.5,0.3,-0.2,4.1,4.0,31.08,6.0,81.0,240.0,4.0,31.0
blounco01,2001,1,PHI,NBA,72,0,1427,259,149,219,368,44,49,26,52,176,251,115,45,29,1,0,5,0,88,7,10,4,14,2,2,2,4,9,8,2,4,3,0,0,,Corie,Corie,Kasoun,Blount,,,,,F,0.0,0.0,81.0,240.0,Cincinnati,Rancho Santiago CC,1969-01-04,Monrovia,CA,USA,Monrovia,Monrovia,CA,USA,0000-00-00,B,GSW,Corie Blount,32,38,918,14.3,0.46799999999999997,0.032,0.275,15.6,21.3,18.2,8.9,1.6,1.3,16.6,15.3,,0.5,0.6,1.1,0.06,,-1.3,0.2,-1.1,0.2,0.027000000000000003,0.033,12.8,-8.65,19780,82,0.17,0.47,340391,0.47,1.38,-0.27,-0.11,0.36,-0.58,0.89,0.23199999999999998,0.21,0.56,-2.19,-1.3,2.4,-0.3,0.2,1.8,0.2,-1.6,0.0,-0.3,0.1,0.0,-5.1,1.9,-1.6,-3.5,-1.5,1.6,-0.4,0.0,0.3,1.8,0.1,0.1,-1.8,0.2,24.2,21.9,-1.3,-0.3,0.2,0.4,-1.5,-0.4,0.0,0.1,0.3,0.1,0.1,0.3,"$1,700,000 ","$2,600,000 ",-2.2,-1.8,0.25,0.1,"$1,300,000 ",0.2,"$1,800,000 ",0.4,0.1,0.3,0.5,4.3,4.0,32.08,7.0,81.0,240.0,4.0,32.0
blounco01,2001,1,PHI,NBA,72,0,1427,259,149,219,368,44,49,26,52,176,251,115,45,29,1,0,5,0,88,7,10,4,14,2,2,2,4,9,8,2,4,3,0,0,,Corie,Corie,Kasoun,Blount,,,,,F,0.0,0.0,81.0,240.0,Cincinnati,Rancho Santiago CC,1969-01-04,Monrovia,CA,USA,Monrovia,Monrovia,CA,USA,0000-00-00,B,PHO,Corie Blount,32,30,387,5.8,0.504,0.0,0.319,10.1,14.9,12.4,3.0,1.7,0.9,25.1,8.3,,0.0,0.6,0.6,0.077,,-3.7,1.7,-2.1,0.0,0.001,0.076,6.2,2.91,19805,82,0.17,0.506,340183,0.506,-3.12,-0.35,-0.22,2.6,-1.87,-2.75,0.098,-0.27,2.3,0.24,-2.5,2.9,-0.2,0.0,-0.3,0.1,-2.0,0.0,-1.0,-3.1,-0.3,-2.9,1.8,-1.1,5.8,-4.2,1.9,-0.4,-0.2,1.7,2.1,0.2,0.2,-5.9,0.1,12.9,11.4,-2.5,-0.2,0.0,-0.1,-4.2,-0.4,-0.2,-0.7,1.7,0.2,0.2,0.5,"$800,000 ","$400,000 ",-2.7,-2.6,0.12,-0.1,"$600,000 ",-0.1,"$700,000 ",-0.1,-0.7,0.5,-0.2,4.0,4.0,32.08,7.0,81.0,240.0,4.0,32.0
blounco01,2002,1,CHI,NBA,50,0,836,150,68,137,205,50,33,19,43,121,134,65,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Corie,Corie,Kasoun,Blount,,,,,F,0.0,0.0,81.0,240.0,Cincinnati,Rancho Santiago CC,1969-01-04,Monrovia,CA,USA,Monrovia,Monrovia,CA,USA,0000-00-00,B,PHI,Corie Blount,33,72,1426,10.2,0.478,0.004,0.179,12.0,17.2,14.6,4.9,1.9,1.4,16.1,10.4,,0.7,2.4,3.1,0.10400000000000001,,-2.2,2.0,-0.3,0.6,0.023,0.081,8.7,1.33,19730,82,0.18100000000000002,0.507,337002,0.508,-1.55,0.15,-0.24,1.74,-0.96,-0.63,0.361,-0.23,0.73,0.17,-0.5,2.3,-0.2,0.6,0.4,0.1,-1.9,0.1,-0.5,-1.8,-0.7,-2.3,0.6,-0.7,3.6,-2.5,1.5,-0.9,-0.3,2.0,1.7,0.7,0.8,-4.5,0.4,19.8,18.8,-0.5,-0.2,0.6,0.6,-2.5,-0.9,-0.3,-0.3,2.0,0.7,0.8,1.0,"$3,500,000 ","$3,900,000 ",-1.4,-0.9,0.37,0.4,"$2,800,000 ",0.6,"$3,600,000 ",1.5,-0.7,2.3,1.6,4.1,4.0,33.08,8.0,81.0,240.0,4.0,33.0
blounco01,2003,1,CHI,NBA,46,0,756,207,76,130,206,45,38,19,35,86,206,97,24,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Corie,Corie,Kasoun,Blount,,,,,F,0.0,0.0,81.0,240.0,Cincinnati,Rancho Santiago CC,1969-01-04,Monrovia,CA,USA,Monrovia,Monrovia,CA,USA,0000-00-00,B,CHI,Corie Blount,34,50,836,9.6,0.502,0.0,0.261,9.1,17.9,13.5,8.9,2.0,1.7,22.3,10.2,,0.2,0.9,1.1,0.064,,-2.3,1.7,-0.6,0.3,0.012,0.052000000000000005,7.9,-5.47,19930,82,0.182,0.512,337101,0.512,-0.23,0.44,-0.14,0.72,-1.36,-0.43,0.21,-0.09,-5.38,-0.24,-0.7,2.5,-0.1,0.3,0.3,0.2,-2.2,0.1,-0.7,-2.4,-0.5,-3.4,-2.9,-0.2,-2.1,-2.6,1.6,-0.5,-0.2,1.9,1.8,0.4,0.5,-4.5,0.2,16.7,15.5,-0.7,-0.1,0.3,0.5,-2.6,-0.5,-0.2,-0.3,1.9,0.4,0.5,0.8,"$2,200,000 ","$3,000,000 ",-3.1,-2.0,0.22,0.0,"$1,000,000 ",0.3,"$2,300,000 ",0.8,-0.5,1.3,0.8,3.9,5.0,34.08,9.0,81.0,240.0,4.0,34.0
blounco01,2003,2,TOR,NBA,16,0,294,38,22,47,69,10,11,5,8,49,47,18,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Corie,Corie,Kasoun,Blount,,,,,F,0.0,0.0,81.0,240.0,Cincinnati,Rancho Santiago CC,1969-01-04,Monrovia,CA,USA,Monrovia,Monrovia,CA,USA,0000-00-00,B,CHI,Corie Blount,34,50,836,9.6,0.502,0.0,0.261,9.1,17.9,13.5,8.9,2.0,1.7,22.3,10.2,,0.2,0.9,1.1,0.064,,-2.3,1.7,-0.6,0.3,0.012,0.052000000000000005,7.9,-5.47,19930,82,0.182,0.512,337101,0.512,-0.23,0.44,-0.14,0.72,-1.36,-0.43,0.21,-0.09,-5.38,-0.24,-0.7,2.5,-0.1,0.3,0.3,0.2,-2.2,0.1,-0.7,-2.4,-0.5,-3.4,-2.9,-0.2,-2.1,-2.6,1.6,-0.5,-0.2,1.9,1.8,0.4,0.5,-4.5,0.2,16.7,15.5,-0.7,-0.1,0.3,0.5,-2.6,-0.5,-0.2,-0.3,1.9,0.4,0.5,0.8,"$2,200,000 ","$3,000,000 ",-3.1,-2.0,0.22,0.0,"$1,000,000 ",0.3,"$2,300,000 ",0.8,-0.5,1.3,0.8,3.9,5.0,34.08,9.0,81.0,240.0,4.0,34.0
blounma01,2001,1,BOS,NBA,44,0,415,94,26,59,85,10,16,19,23,59,76,32,37,30,0,0,4,0,39,6,3,4,7,1,2,2,1,7,4,2,2,2,0,0,,Mark,Mark,D.,Blount,,,,,C,0.0,0.0,84.0,230.0,Pittsburgh,,1975-11-30,Dobbs Ferry,NY,USA,Oak Hill Academy / Sacred Heart / Dobbs Ferry,Mouth of Wilson / Yonkers / Dobbs Ferry,VA / NY / NY,USA,0000-00-00,B,BOS,Mark Blount,25,64,1098,11.1,0.541,0.0,0.33,9.9,14.9,12.3,4.8,1.8,5.3,21.3,12.0,,0.5,1.4,1.9,0.084,,-3.2,2.3,-0.9,0.3,0.022000000000000002,0.062,9.4,-2.68,19830,82,0.17,0.521,338456,0.52,-1.99,2.11,-0.14,1.63,-1.28,0.46,0.27699999999999997,0.13,3.13,-1.27,-0.8,2.4,-0.2,0.3,0.0,0.2,-1.9,-0.2,-0.7,-2.4,-0.7,-1.4,3.3,-1.0,-1.3,-3.4,1.6,-0.9,-0.5,2.6,1.7,0.7,0.8,-6.0,0.3,17.2,16.1,-0.8,-0.2,0.3,0.4,-3.4,-0.9,-0.5,-0.6,2.6,0.7,0.8,1.0,"$2,500,000 ","$2,900,000 ",-2.5,-1.7,0.26,0.1,"$1,300,000 ",0.3,"$2,400,000 ",0.9,-1.3,2.2,0.8,4.7,5.0,25.18,0.0,84.0,230.0,5.0,25.0
blounma01,2002,1,DEN,NBA,54,0,885,281,62,121,183,35,22,51,70,112,267,105,99,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mark,Mark,D.,Blount,,,,,C,0.0,0.0,84.0,230.0,Pittsburgh,,1975-11-30,Dobbs Ferry,NY,USA,Oak Hill Academy / Sacred Heart / Dobbs Ferry,Mouth of Wilson / Yonkers / Dobbs Ferry,VA / NY / NY,USA,0000-00-00,B,BOS,Mark Blount,26,44,415,9.3,0.509,0.0,0.48700000000000004,6.7,16.0,11.2,3.8,2.0,3.6,20.0,12.7,,0.0,0.7,0.7,0.081,,-5.4,2.1,-3.3,-0.1,0.0,0.081,10.2,1.87,19830,82,0.18100000000000002,0.52,345538,0.52,-3.41,1.44,-0.23,1.15,-2.21,-3.02,0.105,-0.32,4.32,-0.41,-3.4,2.8,-0.4,-0.2,-1.1,0.1,-2.3,0.0,-1.2,-4.4,-0.5,-1.4,4.9,-1.3,3.3,-5.8,1.9,-0.6,-0.4,2.3,2.1,0.2,0.3,-8.1,0.1,9.4,8.6,-3.4,-0.4,-0.2,-0.3,-5.8,-0.6,-0.4,-0.8,2.3,0.2,0.3,0.5,"$300,000 ","($300,000)",-3.4,-3.4,0.01,0.0,"$900,000 ",0.0,"$900,000 ",-0.4,-1.1,0.7,0.0,4.6,5.0,26.17,1.0,84.0,230.0,5.0,26.0
blounma01,2002,2,BOS,NBA,27,0,518,120,49,76,125,21,20,17,33,75,80,45,40,30,0,0,10,0,144,31,12,24,36,2,11,8,8,20,22,12,10,7,0,0,,Mark,Mark,D.,Blount,,,,,C,0.0,0.0,84.0,230.0,Pittsburgh,,1975-11-30,Dobbs Ferry,NY,USA,Oak Hill Academy / Sacred Heart / Dobbs Ferry,Mouth of Wilson / Yonkers / Dobbs Ferry,VA / NY / NY,USA,0000-00-00,B,BOS,Mark Blount,26,44,415,9.3,0.509,0.0,0.48700000000000004,6.7,16.0,11.2,3.8,2.0,3.6,20.0,12.7,,0.0,0.7,0.7,0.081,,-5.4,2.1,-3.3,-0.1,0.0,0.081,10.2,1.87,19830,82,0.18100000000000002,0.52,345538,0.52,-3.41,1.44,-0.23,1.15,-2.21,-3.02,0.105,-0.32,4.32,-0.41,-3.4,2.8,-0.4,-0.2,-1.1,0.1,-2.3,0.0,-1.2,-4.4,-0.5,-1.4,4.9,-1.3,3.3,-5.8,1.9,-0.6,-0.4,2.3,2.1,0.2,0.3,-8.1,0.1,9.4,8.6,-3.4,-0.4,-0.2,-0.3,-5.8,-0.6,-0.4,-0.8,2.3,0.2,0.3,0.5,"$300,000 ","($300,000)",-3.4,-3.4,0.01,0.0,"$900,000 ",0.0,"$900,000 ",-0.4,-1.1,0.7,0.0,4.6,5.0,26.17,1.0,84.0,230.0,5.0,26.0
blounma01,2003,1,BOS,NBA,82,0,2402,843,207,382,589,75,80,106,150,253,604,342,221,159,0,0,4,0,144,48,10,27,37,4,6,8,9,17,35,17,19,14,0,0,,Mark,Mark,D.,Blount,,,,,C,0.0,0.0,84.0,230.0,Pittsburgh,,1975-11-30,Dobbs Ferry,NY,USA,Oak Hill Academy / Sacred Heart / Dobbs Ferry,Mouth of Wilson / Yonkers / Dobbs Ferry,VA / NY / NY,USA,0000-00-00,B,DEN,Mark Blount,27,54,885,9.6,0.452,0.0,0.371,7.8,16.7,12.0,7.0,1.3,4.6,18.4,19.1,,-0.9,1.3,0.4,0.02,,-5.8,1.6,-4.2,-0.5,-0.05,0.07,15.6,-8.11,19730,82,0.182,0.469,327097,0.47,-1.51,1.11,-0.18,-1.11,-1.39,-2.9,0.22399999999999998,-0.65,-2.48,-1.45,-4.4,2.4,-1.0,-0.5,-0.3,0.1,-2.8,-0.3,-0.7,-3.9,-0.9,-11.2,-2.9,-2.1,3.1,-6.0,1.6,-1.4,-1.0,1.7,1.8,0.4,0.4,-7.7,0.2,16.4,15.3,-4.4,-1.0,-0.5,-0.8,-6.0,-1.4,-1.0,-1.5,1.7,0.4,0.4,0.7,"($1,400,000)","($2,600,000)",-3.5,-3.9,0.0,0.0,,0.0,,-1.4,-2.6,1.2,0.0,4.6,5.0,27.17,2.0,84.0,230.0,5.0,27.0
blounma01,2003,1,BOS,NBA,82,0,2402,843,207,382,589,75,80,106,150,253,604,342,221,159,0,0,4,0,144,48,10,27,37,4,6,8,9,17,35,17,19,14,0,0,,Mark,Mark,D.,Blount,,,,,C,0.0,0.0,84.0,230.0,Pittsburgh,,1975-11-30,Dobbs Ferry,NY,USA,Oak Hill Academy / Sacred Heart / Dobbs Ferry,Mouth of Wilson / Yonkers / Dobbs Ferry,VA / NY / NY,USA,0000-00-00,B,BOS,Mark Blount,27,27,518,12.2,0.615,0.0,0.5,10.4,17.1,13.7,6.8,2.0,2.6,25.3,11.7,,0.6,0.8,1.4,0.126,,-2.9,2.3,-0.6,0.2,0.054000000000000006,0.07200000000000001,8.7,-0.81,19830,82,0.182,0.514,343369,0.513,-0.91,0.92,0.05,1.83,-1.21,0.63,0.131,0.08,5.12,-1.22,-0.6,2.7,-0.1,0.2,0.4,0.4,-1.4,0.0,-0.6,-1.3,-0.2,-2.6,5.5,-1.7,1.8,-3.0,1.8,-0.4,-0.2,2.4,2.0,0.3,0.4,-5.5,0.1,19.2,16.7,-0.6,-0.1,0.2,0.6,-3.0,-0.4,-0.2,-0.5,2.4,0.3,0.4,1.1,"$1,800,000 ","$3,500,000 ",-2.1,-1.5,0.29,0.1,"$1,700,000 ",0.4,"$2,800,000 ",0.5,-0.5,1.0,1.1,4.7,5.0,27.17,2.0,84.0,230.0,5.0,27.0
